station,event1,event2,Δτl,Δτc,Δτr,Δτr2,ccl,ccc,ccr,Δτ,Δτp,cs,x1,x2,Δτ2,n1,n2
H11N3,2011-05-26T06:57:34.44,2018-01-09T04:43:21.69,"[-1.2653553420587678, -1.172937945358136]","[-0.8932131245733324, -0.8833367632397704]","[-0.5124892755893171, -0.5934780024809568]","[-0.12162803636824834, -0.30010042147517785]","[0.59649806479348, 0.3041625660690081]","[0.7949009586631656, 0.5440653714075375]","[0.6681789551581009, 0.5166377718176149]",-0.5124892755893171,-0.20176254497068863,3,-0.6914505796026438,-0.009876361333561956,-0.5934780024809568,-0.008992877430511581,0.006207570977041277
H11N3,2011-05-28T02:13:59.46,2014-06-03T17:22:22.46,"[0.6965021518655184, 0.8268414388760296]","[1.074073109011096, 1.133583186816239]","[1.4516985996491722, 1.4333014107283908]","[1.8155602422727837, 1.7325402620567263]","[0.45008754290821545, 0.2511109291071833]","[0.7027757571361843, 0.4271275700426283]","[0.6896318293470737, 0.48134619468844425]",1.074073109011096,0.7073872768336888,2,0.36668583217740713,-0.05951007780514295,1.133583186816239,0.007443552995808345,-0.0015379005769502463
H11N3,2011-05-28T02:13:59.46,2020-09-17T05:00:36.68,"[-1.23517247126502, -1.127597303982031]","[-0.8521931068018408, -0.7826718686374511]","[-0.4769736186622888, -0.4856359551982682]","[0.1759599376477165, 0.12595602592614322]","[0.45699511985344554, 0.09654780004684756]","[0.600017124983148, 0.30864240043835767]","[0.4315777304730881, 0.4738254113587878]",-0.8521931068018408,-0.9606848799844023,2,0.10849177318256154,-0.06952123816438971,-0.7826718686374511,-0.017112760872279198,0.0015379005769510234
H11N3,2011-05-28T08:36:11.07,2011-11-02T19:50:18.2,"[-0.6622079945300473, -0.5958066448220245]","[-0.2971755767155332, -0.29837601028709065]","[0.06752832619518233, 0.014581232363933567]","[0.4318627145782482, 0.34688590916212453]","[0.4968644423757478, 0.48424259962668115]","[0.6552664890840555, 0.48797347713884737]","[0.6001289297933654, 0.3282877657548358]",-0.2971755767155332,-0.39906612017231274,2,0.10189054345677956,0.0012004335715574688,-0.29837601028709065,-0.027321660642334156,0.0
H11N3,2011-05-28T22:09:32.05,2011-06-15T06:07:44.63,"[4.346589302674273, 4.419847700451604]","[4.721048041496987, 4.687822722593542]","[5.103753497178331, 4.956078986969629]","[5.489733744439215, 5.464265622218589]","[0.6419072448961558, 0.6000146047108812]","[0.708057730441455, 0.6709312219406073]","[0.5258237992081894, 0.5257133468599541]",4.721048041496987,4.695803757571292,2,0.02524428392569522,0.03322531890344482,4.687822722593542,0.025291306618079545,-0.0023202452428012776
H11N3,2011-05-28T22:09:32.05,2011-07-07T16:10:06.26,"[-1.7408537527061796, -1.649621047055091]","[-1.373384942394748, -1.377271688178285]","[-1.0053408904051924, -1.1056325078502567]","[-0.6439019926383106, -0.8427324051280092]","[0.6336414486903265, 0.6364964945760406]","[0.8036766261898295, 0.7908333801587257]","[0.6091504688228198, 0.6704486154390064]",-1.373384942394748,-1.3515704417561558,2,-0.021814500638592138,0.0038867457835369823,-1.377271688178285,-0.017255888292034616,-0.002419457866148944
H11N3,2011-05-28T22:09:32.05,2011-07-26T14:34:44.69,"[-0.8712070807175337, -0.748877683222681]","[-0.4970181242398216, -0.47742552391193926]","[-0.12092417968265876, -0.20079930207380794]","[0.2510052473677677, 0.0661252269587557]","[0.6035667257837836, 0.3270965480436577]","[0.8169519838020278, 0.5044519903319923]","[0.6830689227984803, 0.4581202827460489]",-0.4970181242398216,-0.705911567454759,2,0.2088934432149374,-0.019592600327882348,-0.47742552391193926,0.0030683155756592306,-0.0023966570681596133
H11N3,2011-05-28T22:09:32.05,2011-08-16T12:36:05.28,"[1.0848088848616562, 1.0011291550800159]","[1.4533649279819554, 1.505961888866982]","[1.8325618187571662, 1.7714857973376692]","[2.217516529326182, 2.0349684101738723]","[0.5020915403789505, 0.3266640543728625]","[0.6207562031785593, 0.39543786720893076]","[0.6118645550439501, 0.4506368912257353]",1.4533649279819554,0.8960051647538225,2,0.5573597632281329,-0.05259696088502652,1.505961888866982,0.016756756413841112,0.004452104066023699
H11N3,2011-05-28T22:09:32.05,2011-09-11T15:14:22.05,"[-0.6537241885578443, -0.5214340630359008]","[-0.28357106714879204, -0.25644475633214997]","[0.09122095419316076, 0.012237133854203733]","[0.47015865558685566, 0.2753156031899248]","[0.6044691558801365, 0.568804460361295]","[0.8121146259729268, 0.7645826999010761]","[0.7264706905194378, 0.7368991915223765]",-0.28357106714879204,-0.6058001119847369,2,0.3222290448359449,-0.027126310816642074,-0.25644475633214997,-0.0042798807630711755,-0.0051337693988087185
H11N3,2011-05-28T22:09:32.05,2011-10-08T09:55:34.19,"[-0.9614158920686284, -0.884098237974929]","[-0.5868631630757877, -0.6221009568744166]","[-0.2051127383813273, -0.3623534135938611]","[0.17663157710463764, 0.14677864699798457]","[0.6292185366942241, 0.5829960587388211]","[0.7539281451397006, 0.6418150733748544]","[0.6811789984972352, 0.5358243512968526]",-0.5868631630757877,-0.6131866052658775,2,0.026323442190089863,0.0352377937986289,-0.6221009568744166,-0.011732668036716909,0.0036382179511733614
H11N3,2011-05-28T22:09:32.05,2011-11-13T13:31:00.82,"[-0.48172557831753576, -0.4086903939399843]","[-0.10882538289076678, -0.14183306690952419]","[0.273945005287139, 0.12476832537935467]","[0.6612520109793942, 0.6371499494828538]","[0.6135869437215095, 0.5382915117986977]","[0.7207897971492501, 0.6327487791574586]","[0.6024191507997896, 0.5236292666381906]",-0.10882538289076678,-0.2421485853273504,2,0.13332320243658363,0.03300768401875741,-0.14183306690952419,-0.010563239285206874,0.002126504543534677
H11N3,2011-05-28T22:09:32.05,2012-03-25T00:16:13.7,"[-0.8775899286264016, -0.9587947725220016]","[-0.5145304367118904, -0.46533026867469907]","[-0.14451968673742024, -0.19843972769136298]","[0.22963606315563415, 0.06780614605091093]","[0.5415924959369093, 0.24959609451199294]","[0.6467476900461836, 0.442137387685601]","[0.6188230894940898, 0.5424840550353821]",-0.5145304367118904,-0.9825530689247093,2,0.4680226322128189,-0.049200168037191294,-0.46533026867469907,0.014491254177180335,0.004005221079091625
H11N3,2011-05-28T22:09:32.05,2012-05-12T17:14:39.98,"[-1.0111829470572007, -0.9828823205719014]","[-0.6413253582963414, -0.70554685422521]","[-0.2719852009039542, -0.4362356052469881]","[0.09499600955638351, 0.06915276263932295]","[0.6405935858497401, 0.4474481504198016]","[0.6769536065991947, 0.3794161628949689]","[0.5618431915386563, 0.19780570667365963]",-0.6413253582963414,-0.7706819646942069,2,0.1293566063978655,0.06422149592886861,-0.70554685422521,-0.003815138410172225,0.0037965326668011334
H11N3,2011-05-29T03:12:18.43,2011-10-22T08:57:37.69,"[-0.7156313300044057, -0.6571781370088083]","[-0.32133268195420317, -0.3616389465982702]","[0.07376644290136615, -0.07031287106675614]","[0.7791131045290149, 0.7390581666113469]","[0.6348292687010942, 0.578443475429737]","[0.7507346702774149, 0.6162144369689007]","[0.41590851157146075, 0.41671089383387355]",-0.32133268195420317,-0.062496840674928354,2,-0.25883584127927484,0.040306264644067,-0.3616389465982702,-0.023589614873235687,0.0
H11N3,2011-05-31T11:08:26.6,2012-02-08T15:27:28.76,"[0.2051686364991912, 0.3598235143819238]","[0.6047635069404422, 0.6260666898149061]","[0.9946794248636974, 0.8983109981926916]","[1.3781591591061655, 1.4133228714390256]","[0.4951133278510981, 0.17706923916020914]","[0.6020104243237419, 0.3356057369265224]","[0.509091417351305, 0.31573775599997367]",0.2051686364991912,-0.1825991865259909,1,0.7873626934664331,-0.021303182874463866,0.3598235143819238,-0.01506070455548364,0.0
H11N3,2011-05-31T17:15:16.94,2011-10-28T02:06:38.8,"[6.115322587187009, 6.2574678114725195]","[6.489524086015967, 6.536939303309212]","[6.858123059001733, 6.814039810806886]","[7.2274912783964265, 7.091106707910993]","[0.6308998896207306, 0.4422399902652313]","[0.8197434828957486, 0.7000887080331327]","[0.8163530447542148, 0.6893444231641254]",6.858123059001733,7.1336073583101465,3,-0.6440832722941794,-0.047415217293244716,6.814039810806886,-0.027303242118695614,0.0
H11N3,2011-05-31T17:15:16.94,2011-10-28T02:06:46.92,"[-2.004748561959932, -1.8659516484194791]","[-1.6311384448927333, -1.5854293747446504]","[-1.2634194974077888, -1.3079489465515668]","[-0.8951216541676815, -1.0304857011915904]","[0.5955648932035901, 0.48449286606335007]","[0.7978180248629932, 0.740340930904175]","[0.7920032535306791, 0.7339936841880144]",-1.2634194974077888,-0.9844423925186456,3,-0.6466960523740877,-0.0457090701480829,-1.3079489465515668,-0.029856131286282617,0.0
H11N3,2011-05-31T23:53:57.73,2011-10-24T21:37:27.1,"[-1.8861587020239736, -1.8149719627790593]","[-1.4886298138528151, -1.545375947626972]","[-1.0831352753670382, -1.2764512274649769]","[-0.6664901439946509, -0.7357913046934381]","[0.5456005575525853, 0.5863671544940386]","[0.6114140903891667, 0.56252296022308]","[0.40242078486224425, 0.4464684124844022]",-1.4886298138528151,-1.2580238180123264,2,-0.2306059958404887,0.056746133774156826,-1.545375947626972,0.023732332139350776,-2.220446049250313e-16
H11N3,2011-06-02T11:00:52.4,2011-07-31T03:06:53.03,"[2.158417370947289, 2.2979280850050126]","[2.544822614573459, 2.5774200965026557]","[2.927211466853211, 2.8539711749677923]","[3.2936192987723385, 3.125442951678661]","[0.4245274215734313, 0.37600440075002134]","[0.7086491488765075, 0.6081709536572273]","[0.575235898430433, 0.5975894843325589]",2.544822614573459,2.3576385578335417,2,0.18718405673991745,-0.03259748192919654,2.5774200965026557,-0.02352058525426104,0.0
H11N3,2011-06-02T11:22:37.99,2011-06-02T11:26:42.94,"[1.4543378059689165, 1.5411908761255013]","[1.8411797903947522, 1.8369953527560816]","[2.2239110950191714, 2.13280057781603]","[2.579016655980307, 2.462468725878931]","[0.7731781154289291, 0.4168405809353413]","[0.8941724883592832, 0.6203530642586739]","[0.5684929130591515, 0.4585366625898562]",1.8411797903947522,1.8296843157001006,2,0.01149547469465162,0.004184437638670602,1.8369953527560816,0.02030122421031111,0.0
H11N3,2011-06-02T12:17:36.7,2011-07-10T22:18:25.9,"[-0.516060024639826, -0.448799496459137]","[-0.14758663543093667, -0.1624002136312667]","[0.22685017744599348, 0.1231489325501096]","[0.6098341980000191, 0.4020456171717118]","[0.5280208297853193, 0.35489510047377343]","[0.6217886975907936, 0.4522888935860346]","[0.4932701620617949, 0.37487420574441854]",-0.14758663543093667,-0.03427069921385887,2,-0.1133159362170778,0.014813578200330024,-0.1624002136312667,0.006600722479358917,0.0
H11N3,2011-06-02T12:17:36.7,2011-08-21T08:13:10.6,"[0.025286459956684538, 0.13379307995495948]","[0.39635356084206524, 0.4125933919489041]","[0.7732830839025592, 0.6939512560077742]","[1.1441404605188408, 0.989795258295397]","[0.46462156482036854, 0.2997462071379364]","[0.6442539039372327, 0.46809970925195765]","[0.5480886227624454, 0.3611165330171988]",0.39635356084206524,-0.015274666029196714,2,0.41162822687126194,-0.016239831106838853,0.4125933919489041,0.03509827596083781,0.004336460612642035
H11N3,2011-06-02T12:17:36.7,2011-09-08T17:18:17.0,"[-0.10618073954110581, 0.040785356906057606]","[0.269247602968634, 0.3268461186990189]","[0.6487060506921765, 0.6081955980564122]","[1.0272678948814784, 0.8868152015369494]","[0.46402212472551374, 0.31426132477587787]","[0.6975290301773208, 0.5395676422930125]","[0.6964382681586092, 0.6039678228519817]",0.269247602968634,-0.038464957146071725,2,0.3077125601147057,-0.057598515730384936,0.3268461186990189,0.021309129740384264,-0.002834695319559599
H11N3,2011-06-02T12:17:36.7,2011-10-17T02:17:47.1,"[-0.7273211350209556, -0.6951692759812932]","[-0.354264285853562, -0.40776156852181367]","[0.030707157031219092, -0.07471760780321755]","[0.423710139418239, 0.2372003172459083]","[0.5318741022454195, 0.44912246090749297]","[0.6688547899233183, 0.3528802093785288]","[0.539633713777093, 0.13685162820342014]",-0.354264285853562,-0.08679683093365942,2,-0.2674674549199026,0.053497282668251656,-0.40776156852181367,0.006784879665365895,0.0
H11N3,2011-06-02T12:17:36.7,2011-11-03T06:25:11.0,"[-0.5132745094265833, -0.45015487738157023]","[-0.1357598424286699, -0.1681177160460979]","[0.2435322296120197, 0.11880873484452834]","[0.6195135988330218, 0.4256457878185509]","[0.6157256340859114, 0.5533302453644435]","[0.738143410588656, 0.5509145226208284]","[0.5804907669672174, 0.3145391253777856]",-0.1357598424286699,-0.0231167713456525,2,-0.1126430710830174,0.03235787361742801,-0.1681177160460979,0.020454634654593712,0.0
H11N3,2011-06-02T12:17:36.7,2012-02-26T11:26:46.5,"[-0.11876353734753714, -0.04718614961137733]","[0.26419976487893265, 0.2559617478294884]","[0.6504580214112563, 0.5642724565343212]","[1.035853464477288, 0.8420744073974273]","[0.5498407520849016, 0.3208675701656426]","[0.6873092685279392, 0.301858155384043]","[0.5661397237876906, 0.2887486453661237]",0.26419976487893265,-0.14962888644068262,2,0.41382865131961527,0.008238017049444268,0.2559617478294884,0.03824963637359935,-0.001501765293082269
H11N3,2011-06-03T05:31:15.31,2020-01-11T12:11:29.13,"[-1.0267029573400739, -0.9569911079646848]","[-0.6375376650891081, -0.6595268412504802]","[-0.25420274999731196, -0.3637355609312019]","[0.12636736498262027, -0.01695881419243308]","[0.5972256709848026, 0.2912565650079031]","[0.6714726619693874, 0.32608796653875]","[0.5463453354931859, 0.1816718782416284]",-0.6375376650891081,-0.36715717694915984,2,-0.2703804881399483,0.02198917616137208,-0.6595268412504802,0.02453990424159902,0.0
H11N3,2011-06-07T04:02:31.91,2015-03-09T18:41:25.26,"[-0.26481752262956226, -0.12174093991646867]","[0.13332983128600143, 0.1474304405135436]","[0.5210750104503452, 0.41596564671330555]","[0.9115082916696763, 0.6746814200180202]","[0.3326857447932565, 0.5887341164819284]","[0.621097807106034, 0.7055736481108564]","[0.5503901845077966, 0.5238463662066885]",0.13332983128600143,0.004991712752542165,2,0.12833811853345925,-0.014100609227542166,0.1474304405135436,0.00815478651277457,0.0
H11N3,2011-06-07T18:30:41.39,2012-03-02T21:16:17.5,"[-0.7769311563361786, -0.6989031337914237]","[-0.39354920275525995, -0.41084866535811443]","[-0.006635989846106682, -0.12201014052596441]","[0.38277789493513104, 0.4324593573444153]","[0.48570143216297285, 0.37976769787054127]","[0.7274260182638528, 0.3755025330153197]","[0.727087273357655, 0.2702216885490134]",-0.39354920275525995,-0.7768858682588277,2,0.3833366655035677,0.017299462602854476,-0.41084866535811443,0.03795754756230835,0.0034829361201754727
H11N3,2011-06-07T18:30:41.39,2016-06-13T18:17:25.85,"[-1.6476989940135127, -1.5313057447400855]","[-1.266484717290939, -1.2448618808522836]","[-0.8834814514793811, -0.9529106578588028]","[-0.489772488480764, -0.6595806620687528]","[0.5457719653969435, 0.5710587057955412]","[0.8278441868863136, 0.6450959444706768]","[0.8132832871109088, 0.551426592446058]",-0.8834814514793811,-0.7718019249940937,3,-0.4946827922968453,-0.02162283643865548,-0.9529106578588028,0.017643089221058283,-2.220446049250313e-16
H11N3,2011-06-10T13:39:45.07,2011-10-18T09:06:01.09,"[0.4917748128003757, 0.6337577303032209]","[0.8765433368093978, 0.9139934411673589]","[1.2609923507586953, 1.208611584932915]","[1.8446496666446792, 1.8157145257713172]","[0.6062265684701436, 0.17175842195836888]","[0.6623339247322612, 0.32016460130966606]","[0.39439472745500914, 0.3645461363779735]",0.8765433368093978,1.0379711455798806,2,-0.1614278087704828,-0.037450104357961145,0.9139934411673589,-0.015985370642678798,-0.004236317307392934
H11N3,2011-06-10T13:39:45.07,2013-06-03T20:01:23.61,"[0.06084778102802911, 0.11584869389917497]","[0.4512993311872205, 0.395393387072898]","[0.8405041083420909, 0.9193588824713286]","[1.2185703545182893, 1.1999728264603302]","[0.562498871920019, 0.3975230971837786]","[0.6653745722248414, 0.3993118813360559]","[0.5387693066759387, 0.19174264974352453]",0.4512993311872205,0.5109069693802772,2,-0.059607638193056756,0.05590594411432248,0.395393387072898,-0.050697178715002955,0.0016649649261116228
H11N3,2011-06-10T13:39:45.07,2014-06-18T12:40:58.67,"[0.9621429138166602, 1.0596247754243864]","[1.3469286352896555, 1.3348384403071736]","[1.7327161925024916, 1.6102841034235307]","[2.1146281524805004, 2.080606046464289]","[0.5983515633806603, 0.38991137107326795]","[0.7312634071454392, 0.4715894180093913]","[0.5570294197405696, 0.29045464738770355]",1.3469286352896555,1.421924589003711,2,-0.07499595371405565,0.012090194982481872,1.3348384403071736,-0.028303325935967294,0.002634979530510284
H11N3,2011-06-10T13:39:45.07,2016-06-13T18:17:25.85,"[-0.41018137755460876, -0.3560731747836545]","[-0.022321200740422036, -0.05999669622750859]","[0.37076328894239563, 0.23353581337101434]","[0.7792950353702702, 0.5158373336110536]","[0.7133464130549935, 0.5165324737911864]","[0.773323757312842, 0.526312836410125]","[0.49404435811412384, 0.406462855089923]",-0.022321200740422036,0.16501734719476302,2,-0.18733854793518506,0.037675495487086555,-0.05999669622750859,-0.03311253134747178,0.0008991241504108863
H11N3,2011-06-10T13:39:45.07,2017-07-01T18:53:11.37,"[0.013304239232723728, 0.081692362632318]","[0.3974376131792382, 0.37244607095469884]","[0.7798128831828206, 0.6657649651708687]","[1.1422684045609377, 1.055978792208714]","[0.6339250690651261, 0.2502697987692825]","[0.6504613232495767, 0.30844584352557153]","[0.4060287329355154, 0.1649832576903]",0.3974376131792382,0.7808532296595873,2,-0.38341561648034905,0.024991542224539365,0.37244607095469884,-0.04752294721160405,-0.0013193784460963087
H11N3,2011-06-10T13:39:45.07,2018-08-16T10:44:09.3,"[-1.008115161372967, -0.8914225089874092]","[-0.6219078715759186, -0.6027603096044637]","[-0.23704581384923404, -0.3087871923537522]","[0.14187877626153084, -0.0095920350566931]","[0.5524095148671045, 0.3684345644072162]","[0.7869316368389969, 0.4782569222276771]","[0.7215717348464126, 0.3568172914505124]",-0.23704581384923404,0.34842143538274295,3,-0.9703293069586616,-0.01914756197145495,-0.3087871923537522,0.053759279523618614,0.0003566271464575943
H11N3,2011-06-15T06:07:44.63,2011-07-26T14:34:44.69,"[-5.594036635508283, -5.454529291416064]","[-5.213606440857069, -5.174461081618307]","[-4.838209909255342, -4.8951424325388535]","[-4.472842741463747, -4.627600919895049]","[0.4771252093084816, 0.3981026958126104]","[0.7872056354919061, 0.6096049496855187]","[0.7766313761551377, 0.5814407029339185]",-5.213606440857069,-5.401715325026051,2,0.1881088841689822,-0.039145359238761834,-5.174461081618307,-0.01776326616267987,0.0043833130543813326
H11N3,2011-06-15T06:07:44.63,2011-08-16T12:36:05.28,"[-3.277594560837596, -3.205627857100528]","[-2.897933023790547, -2.9286712135589537]","[-2.5169115840157263, -2.6536887497244206]","[-2.141864698598051, -2.125127215693526]","[0.7051766257212948, 0.5268355071262303]","[0.7758908622034596, 0.6179707032887446]","[0.6106382781371049, 0.490784796939376]",-3.277594560837596,-3.7997985928174693,1,0.9018655690269224,0.0307381897684067,-3.205627857100528,-0.01844599752680276,-0.003139098013739794
H11N3,2011-06-15T06:07:44.63,2011-09-11T15:14:22.05,"[-4.998611069234948, -4.953570235937941]","[-4.624997723204475, -4.68056753316467]","[-4.258423746207637, -4.418637595958383]","[-3.9120436158125553, -3.91420641999873]","[0.72428460628315, 0.6171509786190509]","[0.7476954811212724, 0.6090255641025003]","[0.49831911849826543, 0.44176249971961506]",-4.998611069234948,-5.301603869556029,1,0.6766061463515536,0.05556980996019423,-4.953570235937941,-0.023563147970319775,0.0031945152548233935
H11N3,2011-06-15T06:07:44.63,2011-10-08T09:55:34.19,"[-5.696443934972145, -5.584665989563755]","[-5.318297553485307, -5.314254780670878]","[-4.937806577714045, -5.044435187236034]","[-4.558381563889071, -4.52799603770882]","[0.5853523936084614, 0.6040623481890611]","[0.7714096302231062, 0.7360367669489252]","[0.7237906748887418, 0.6479166668437683]",-5.318297553485307,-5.30899036283717,2,-0.00930719064813701,-0.004042772814428552,-5.314254780670878,-0.04741032356732777,-0.004427885718557789
H11N3,2011-06-15T06:07:44.63,2011-11-13T13:31:00.82,"[-5.210917152410032, -5.108912489599778]","[-4.836651263993786, -4.8343501995765426]","[-4.460760532714083, -4.560612627756795]","[-4.0855550518510295, -4.296986817960986]","[0.6107831424249515, 0.6759130327798396]","[0.8133805403835315, 0.8279083244299206]","[0.707340028146913, 0.6909353152252627]",-4.836651263993786,-4.937952342898642,2,0.10130107890485629,-0.0023010644172432038,-4.8343501995765426,-0.04263238550931803,-0.0023310898196964303
H11N3,2011-06-15T12:48:26.66,2011-07-16T13:23:02.88,"[-0.19474796182990106, -0.03501945496479599]","[0.18707791047541175, 0.23189070530779163]","[0.5725721239922037, 0.5023347016128114]","[0.9411550024749739, 0.7664868820963394]","[0.2117611894612645, 0.27722744173424807]","[0.649563665131317, 0.5037425291213188]","[0.6420161824813557, 0.49194076031276257]",0.18707791047541175,0.18452016213829547,2,0.002557748337116278,-0.044812794832379876,0.23189070530779163,0.014320788792899858,0.014430876174968493
H11N3,2011-06-15T12:48:26.66,2011-08-25T23:34:08.83,"[1.4084964240436788, 1.49813593761538]","[1.8122664195678604, 1.7598720050410013]","[2.2131722163165266, 2.0221423819989655]","[2.577191677728355, 2.667069443219744]","[0.6271003495497, 0.40697290355982946]","[0.7101285539127637, 0.380722172956471]","[0.3946088914671289, 0.23906754970827823]",1.4084964240436788,0.9354117377368418,1,0.8768546818310186,0.05239441452685911,1.49813593761538,0.0015948397396501335,-0.01535054070987485
H11N3,2011-06-15T12:48:26.66,2011-11-11T07:52:11.62,"[-0.9393235615876341, -0.7641406152071607]","[-0.5319997199035986, -0.5025906332856306]","[-0.12868982738784307, -0.23856993087430822]","[0.3029157052949668, 0.023517143287961347]","[0.4849797729207493, 0.4463039123580353]","[0.698065161784262, 0.5527116476716868]","[0.47452769250342686, 0.4923331543055761]",-0.5319997199035986,-0.6881642027277893,2,0.1561644828241907,-0.02940908661796804,-0.5025906332856306,0.02327447664821014,0.0009196645349062171
H11N3,2011-06-15T15:36:32.64,2011-07-22T09:03:08.45,"[-1.445284402849692, -1.3346119290029026]","[-1.0767530439981419, -1.061337110445279]","[-0.7075093898348352, -0.7892353855574173]","[-0.3431058619937706, -0.2708157991564321]","[0.5723803893761329, 0.517194500157265]","[0.7735624808584912, 0.651859780038182]","[0.7097320183017184, 0.5966555398814978]",-1.0767530439981419,-1.1894941534346761,2,0.11274110943653426,-0.01541593355286297,-1.061337110445279,-0.008391810116381349,-0.011556881813623132
H11N3,2011-06-15T15:36:32.64,2011-11-11T17:24:20.31,"[-0.47479225157637295, -0.3646235382144121]","[-0.10661624921145135, -0.09724646199754301]","[0.25986947326276133, 0.17090018526906567]","[0.6175166896500955, 0.6823685453448798]","[0.6106602670344521, 0.472919751514625]","[0.7209728339060019, 0.6230897749385127]","[0.594428087687291, 0.545808862037029]",-0.10661624921145135,-0.2371099910184648,2,0.13049374180701345,-0.00936978721390834,-0.09724646199754301,-0.008389621860162927,-0.009942504241903335
H11N3,2011-06-15T15:36:32.64,2012-07-07T11:46:59.62,"[0.29490974174357093, 0.4211629101545733]","[0.6884328277618416, 0.6921712536178642]","[1.0737916126515628, 0.9586198335250917]","[1.4516752371077235, 1.4629235081354217]","[0.45266456422503215, 0.573319694142508]","[0.6360498048197268, 0.5900745190224262]","[0.5486413796059851, 0.44846146221692457]",0.6884328277618416,0.7947403391087121,2,-0.10630751134687055,-0.003738425856022687,0.6921712536178642,0.03943106615705594,0.009869412656726362
H11N3,2011-06-15T15:36:32.64,2012-10-18T21:14:51.75,"[-0.16979380325950771, -0.05522875013817934]","[0.21139562102841772, 0.2117311713163616]","[0.5905297688686667, 0.47830875951564517]","[0.9638889411523113, 0.9884102948656236]","[0.6635821817309507, 0.6004643317001681]","[0.8215778132390122, 0.6529750245354603]","[0.6440589570971887, 0.5323246999728835]",0.21139562102841772,0.13493576856376627,2,0.07645985246465145,-0.000335550287943881,0.2117311713163616,0.013670631975293779,-0.0005851668864049198
H11N3,2011-06-15T15:36:32.64,2013-04-06T14:44:42.25,"[-1.6000595271947085, -1.4867373308578837]","[-1.2306090056598096, -1.2125663832480154]","[-0.8591990894175328, -0.9389330200709304]","[-0.4929131391267353, -0.6794484937415084]","[0.5324218178067147, 0.5475105619938776]","[0.7955903833883176, 0.6877763955438638]","[0.7399239870808224, 0.5460774950510486]",-0.8591990894175328,-0.5923051079583763,3,-0.6383038977014333,-0.018042622411794218,-0.9389330200709304,-0.00802352547856433,0.0016537854739785418
H11N3,2011-06-15T15:36:32.64,2014-02-10T23:39:30.65,"[-0.7580880627733808, -0.6201257411381095]","[-0.36400188942424216, -0.3535738169165234]","[0.027362765367198713, -0.09242423091183452]","[0.41007555130118334, 0.412905975111149]","[0.47976414249019056, 0.33677275349108055]","[0.6443697111307037, 0.39221282906134164]","[0.5827789484564472, 0.3269769401719728]",-0.36400188942424216,-0.39469852573538106,2,0.030696636311138892,-0.010428072507718766,-0.3535738169165234,0.013195396170427809,0.0011663829670944814
H11N3,2011-06-15T15:36:32.64,2014-05-21T01:08:48.04,"[3.8172336396806843, 3.9280650118012037]","[4.1941109525433005, 4.199729133933992]","[4.564643871943426, 4.466393745863897]","[4.920540952917326, 4.933799280599525]","[0.6019986180082105, 0.3392157033703502]","[0.7374880538507956, 0.3317248799094646]","[0.613803650750246, 0.16949319648342878]",4.1941109525433005,4.12747140812387,2,0.06663954441943076,-0.005618181390691923,4.199729133933992,0.015283895511717382,-0.0012033209769182207
H11N3,2011-06-15T15:36:32.64,2016-02-04T16:00:37.91,"[-1.114011957303577, -1.005205314158724]","[-0.7371053785083682, -0.738404106563315]","[-0.35774995227545897, -0.47524233937502014]","[0.014390312339870365, 0.04053388734107709]","[0.4626576242318483, 0.44858708196280683]","[0.7375633227621673, 0.5358187159078824]","[0.7093611234677301, 0.44762998604995474]",-0.35774995227545897,0.04299888648885902,3,-0.7801042649972272,0.001298728054946796,-0.47524233937502014,0.003757247560006005,-0.005221855997899316
H11N3,2011-06-15T15:36:32.64,2016-11-26T06:09:02.35,"[-0.41713261365728727, -0.2945579801213728]","[-0.04503564817038343, -0.03403763182563321]","[0.33569904695702707, 0.22890183966238353]","[0.7311241114640885, 0.7375769407533979]","[0.4829759027879275, 0.38965387141347807]","[0.6124092021819465, 0.49639594944135096]","[0.5170833899724799, 0.4639480780923435]",0.33569904695702707,0.6809459640504989,3,-0.7259816122208823,-0.010998016344750214,0.22890183966238353,0.01660156891550596,0.0024786250640930763
H11N3,2011-06-15T15:36:32.64,2018-08-16T07:25:15.13,"[-1.3243925102783243, -1.2283545493184806]","[-0.9498607454900204, -0.9614686533071775]","[-0.5720052158715254, -0.700110626221976]","[-0.1970077522611351, -0.19052737623338006]","[0.5158552770956023, 0.4197723448083858]","[0.7195806236007705, 0.45173943279752365]","[0.7084192623324518, 0.32851427463414645]",-0.5720052158715254,-0.07219186151930151,3,-0.877668883970719,0.011607907817157037,-0.700110626221976,0.02359439745002956,-0.0037190180310601173
H11N3,2011-06-15T15:36:32.64,2019-05-31T18:19:18.38,"[-0.2845224295542377, -0.2101374532406213]","[0.09341934265529608, 0.0636163824063277]","[0.47656844316078883, 0.3346738078975866]","[0.8698561496163689, 0.59380203979161]","[0.559890882392547, 0.5725137354907313]","[0.6680092057204103, 0.5952845743629348]","[0.4842641059688511, 0.44279886631196536]",0.09341934265529608,-0.05391217542538601,2,0.1473315180806821,0.029802960248968377,0.0636163824063277,0.014827466088185803,0.002792405032165421
