event1,latitude1,longitude1,depth1,magnitude1,event2,latitude2,longitude2,depth2,magnitude2,Δτ,cc
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2008-01-08T19:19:53.44,36.5135,140.5491,52.3,3.8,-0.6662816126423208,0.998792874929788
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2008-09-25T01:36:44.17,36.4741,140.6021,56.3,3.9,-0.3914014744617213,0.9985513965754652
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2009-10-15T21:56:46.22,36.4231,140.7135,55.3,3.9,0.4698952046324776,0.998739495743982
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2010-10-26T12:06:19.17,36.4784,140.5983,56.9,3.8,-0.4316183687074438,0.9979366523499218
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2011-07-16T08:56:38.64,36.4718,140.673,56.1,3.9,-0.1588820988393537,0.9970669608595332
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2012-02-25T14:26:58.14,36.4923,140.5403,55.3,3.7,-0.8282209716777779,0.9946150551522538
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2012-10-19T04:10:48.31,36.4886,140.6278,55.1,3.6,-0.2367784950943307,0.9981812495358292
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2013-08-21T16:14:19.88,36.4871,140.5758,57.4,3.6,0.1024916005149115,0.998483627300938
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2013-11-01T19:56:16.6,36.45,140.6,56.0,3.6,-0.3131651351697823,0.9103325226261294
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2014-08-29T04:05:26.52,36.474,140.6947,58.6,3.9,0.9670542155699716,0.9986149710383868
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2016-01-30T03:34:27.0,36.46,140.6,55.0,3.9,-0.2433320713498283,0.9868136893098828
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2016-05-16T03:11:43.97,36.4881,140.552,56.9,3.7,-0.1362286735510157,0.9127307800021228
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2017-08-04T22:55:18.61,36.4892,140.5693,57.1,4.1,-0.3774166829484691,0.9270177904236424
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2018-03-31T08:05:29.23,36.5042,140.5759,55.1,3.8,-0.4560200291496094,0.99801778965108
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2018-04-28T11:27:03.15,36.4987,140.5052,54.4,3.7,-0.0580885167459167,0.9153745776169976
2006-05-11T04:14:34.91,36.4905,140.5751,57.5,4.0,2019-11-17T23:00:00.46,36.4686,140.6998,57.0,4.1,-0.0676010263581348,0.998443838119323
2006-05-14T07:14:27.94,41.8253,144.2646,26.2,4.2,2012-01-05T09:20:12.02,41.7583,144.2558,27.0,4.0,0.0301277442129943,0.9408589549887288
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2010-01-20T21:18:02.56,36.1554,142.1729,2.9,3.8,3.9584142677034975,0.9922541395693726
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2011-03-30T18:31:12.07,36.0179,142.0215,23.0,4.0,-0.1233954724361295,0.9566440008310414
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2011-05-24T08:12:59.08,35.9488,142.1145,23.0,3.7,0.3982626279906931,0.9640186743730406
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2011-08-22T11:29:14.34,36.0757,142.0187,23.0,3.8,-0.452798327912996,0.957445497844708
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2011-11-16T22:21:54.86,36.0674,142.0263,23.0,3.6,-0.725666364033356,0.9777896065938316
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2012-12-28T21:31:53.18,36.0776,142.1022,23.0,3.6,0.1046865084965068,0.9800563282110316
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2014-04-15T04:48:28.88,36.0471,142.0047,19.3,3.5,-0.0203590070642245,0.9810671289466214
2006-05-19T13:47:50.25,36.0727,142.0446,23.0,3.5,2016-11-24T19:22:14.56,36.0766,141.9454,23.0,3.5,-0.0776095155818005,0.9813529603772978
2006-05-21T07:22:36.24,38.6575,142.2554,47.7,4.6,2018-09-25T03:31:01.88,38.7261,142.2439,50.9,4.5,-0.3114929985157901,0.9264127450650094
2006-05-26T18:03:02.09,35.4808,141.1371,29.8,4.1,2012-05-05T20:53:49.59,35.4438,141.0565,33.0,3.8,-0.6901378440917253,0.9096424423806576
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2009-04-05T07:46:06.44,36.2855,141.8201,2.1,3.7,3.117771595528163,0.9832134777786046
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2011-04-09T14:53:24.62,36.2759,141.8433,13.1,4.3,1.3613356535405692,0.9485319196567124
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2011-06-21T21:22:25.46,36.2382,141.9388,27.4,3.9,-0.1328815317864248,0.9621647246403408
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2011-06-22T02:18:24.15,36.2075,142.0845,23.0,3.8,1.224618581154566,0.9036930810419516
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2012-11-08T05:38:22.14,36.2959,142.1185,19.0,4.1,2.111267354270071,0.9842684655608211
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2016-10-05T11:56:54.81,36.2394,141.9417,27.2,3.9,-0.1280583185402519,0.990988831854706
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2020-07-16T20:22:09.79,36.25,141.9352,23.0,3.8,0.3969734457197765,0.9916125812677372
2006-05-31T15:24:09.43,36.2249,141.8779,24.9,3.9,2020-07-16T20:26:18.19,36.1986,142.1537,23.0,4.1,1.5770578892882494,0.9003457992735694
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2008-09-27T23:42:32.43,36.3951,141.1662,38.6,3.7,0.5553818273261146,0.9896468755752356
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2010-10-16T12:38:34.69,36.373,141.1936,24.0,3.8,2.525198433239516,0.99727856495185
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2014-03-25T17:21:28.74,36.4181,141.1676,28.3,3.6,0.940330390329693,0.9927462654419796
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2016-07-16T08:39:51.46,36.4078,141.0521,24.6,3.7,1.2975016315856076,0.9944103317591424
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2018-04-03T00:10:56.4,36.409,141.1046,30.0,3.7,1.1434546029105284,0.989484378846594
2006-06-09T03:36:39.7,36.39,141.02,47.0,3.9,2020-04-09T03:12:29.9,36.3577,141.1968,31.7,3.8,1.775807857670331,0.9945989008655086
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2008-03-23T03:13:24.4,36.43,140.66,53.0,3.6,-0.012779211310796,0.9966475179519028
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2010-11-14T10:08:09.6,36.43,140.66,54.0,3.6,-0.0003062521549642,0.992865630118639
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2012-01-14T15:45:39.17,36.4847,140.7011,51.2,3.8,0.0929081125429498,0.9951115675225
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2012-08-01T04:03:57.63,36.4291,140.767,51.3,3.5,0.2164105064500791,0.9020179413462152
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2012-11-17T05:40:54.17,36.4459,140.7314,50.9,3.7,0.0831749716348874,0.9942111250886424
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2013-09-19T01:21:41.6,36.43,140.66,52.0,3.6,-0.1013683003218925,0.9947327437094926
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2014-10-17T03:34:18.5,36.43,140.66,53.0,3.5,0.0051338011747922,0.9953921069243332
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2015-08-12T19:29:05.42,36.449,140.7754,53.3,3.6,0.6314664948800066,0.9962228848060046
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2016-08-10T05:50:56.0,36.4293,140.6567,53.1,3.7,-0.0738004102429527,0.9948625559824164
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2017-06-29T22:41:15.2,36.43,140.6557,53.1,3.7,-0.0958018816443449,0.9959548171355472
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2018-03-16T04:09:23.39,36.4317,140.6542,52.9,3.5,-0.1280475157183414,0.9930653385534528
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2019-01-15T07:38:43.19,36.4295,140.656,52.9,3.6,-0.0998050898702924,0.9951438073128565
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2019-10-28T13:28:56.63,36.4615,140.6892,45.4,3.5,-1.0051545495091152,0.980396961869977
2006-06-09T09:26:55.7,36.42,140.66,53.0,3.6,2020-08-12T22:40:23.03,36.4292,140.6567,52.9,3.6,-0.103735523885059,0.9948365282678984
2006-06-10T00:21:39.4,37.21,142.12,32.0,3.6,2014-04-14T22:49:59.79,37.3004,142.0273,8.7,3.5,0.492085235548284,0.9367852515827798
2006-06-12T11:03:54.55,36.4113,142.6147,29.0,3.7,2011-08-31T05:16:36.97,36.3775,142.5619,32.3,3.9,-1.314029600227891,0.9267426400148524
2006-06-12T11:03:54.55,36.4113,142.6147,29.0,3.7,2012-08-07T07:43:33.97,36.3995,142.6014,15.0,3.8,1.4026580949726857,0.9592265171062572
