x,y,z0,t,Δsp1,Δsp2,zmax,smax,Δsp1r,Δsp2r
143.99830627441406,34.007301330566406,-4026.953369140625,1990-10-24T23:55:59.997,-0.9361461658994075,-0.7488589822441435,-740.3356323242188,-1.3917137224686278,-0.024899536246909475,-0.0906581781241746
143.98680114746094,34.661800384521484,-2012.5535888671875,1990-10-25T11:05:00.0,-0.5477387458607322,-0.3418919889402192,-807.5521240234375,-2.725352863431675,-0.0011969070438710267,-0.0008507066003690012
143.98629760742188,35.341800689697266,-2012.4349365234375,1990-10-25T17:50:00.002,-2.636119543672753,-1.9125672914689544,-583.8992309570312,-3.540939229861013,-0.001413234750116561,-0.0012019262101907644
143.9846954345703,36.03030014038086,-2010.3475341796875,1990-10-26T00:00:00.0,-2.646096811916137,-1.9665750393437422,-595.7423095703125,-3.854904170391898,-0.001348220600306391,-0.0012891107109253325
144.02499389648438,36.65019989013672,-2012.2041015625,1990-10-28T15:01:00.001,-1.8163922365337632,-1.3811802502587793,-484.8261413574219,-2.7339723818215793,-0.0010609675142076132,-0.001093680054720428
144.0751953125,37.336299896240234,-4016.04296875,1990-10-28T19:59:59.998,0.32622705094810905,0.14049219570813895,-840.9757080078125,0.5073547379170366,0.013077683491244045,0.040742031342374856
143.99850463867188,37.99733352661133,-4015.80615234375,1990-10-28T23:19:00.003,0.31335172252497595,0.11471726815183596,-840.9261474609375,0.5104584495752957,0.019538004559982402,0.05162548041963693
143.9842071533203,38.63050079345703,-2009.8828125,1990-10-29T07:50:00.001,-0.3451893208167483,-0.2895989977547646,-405.51544189453125,-1.228306930463567,-0.0,-0.0
144.05299377441406,39.2843017578125,-2011.7301025390625,1990-10-29T13:19:59.997,0.19552159077007442,0.09425465935102897,-575.7777709960938,0.33630191397227743,0.00019684058000072797,0.0002551041451966358
143.97850036621094,40.03580093383789,-2013.55859375,1990-10-29T18:21:00.001,-0.4299716710152316,-0.4680981242054938,-530.2137451171875,-0.7287645015938793,-0.0,-0.0
144.0211944580078,40.672698974609375,-2011.4764404296875,1990-10-29T22:30:00.0,-0.3539470244896396,-0.19929613805500176,-603.409423828125,-0.8154897709071824,-0.00018838627052684444,-0.0002788572836447777
145.0,41.0,-2082.160888671875,1991-09-26T11:22:59.999,0.449895550375826,0.19940272543992327,-1075.759033203125,0.5305416411646967,0.0030871172521268206,0.005132163565948046
145.6999969482422,41.0,-2059.564453125,1991-09-26T15:38:00.0,0.28666276861289025,0.14340944827874483,-829.826904296875,0.4514352715329722,0.0021162818445202036,0.003419972799024329
146.4166717529297,41.0,-2071.354248046875,1991-09-26T19:12:00.001,0.24809563154269113,0.12869200317915672,-906.8971557617188,0.39029736146156496,0.0005112776327517971,0.0008501765880512398
147.11666870117188,41.0,-2051.704345703125,1991-09-26T22:52:00.002,0.28775947132174695,0.10988904096232562,-671.644775390625,0.5070139715010926,0.0010994564247301438,0.0017551664209400815
147.8333282470703,41.0,-2034.0177001953125,1991-09-27T02:51:00.0,0.12598000460543962,0.05983652226453741,-908.8729248046875,0.3426436586446394,0.0003585780760915793,0.0005554997238596323
148.53334045410156,41.0,-2128.32861328125,1991-09-27T06:52:59.999,0.012794715189407987,0.022077684946605447,-609.3274536132812,0.2917018639583246,0.0009498805357391788,0.0016759050077957782
149.26666259765625,41.0,-2068.40673828125,1991-09-27T12:36:59.999,0.10046187514661961,0.03617695620949329,-488.5958557128906,-0.2846211582275356,0.00013727654256028926,0.00022794267313736783
150.0,41.0,-2023.208740234375,1991-09-27T16:34:00.003,0.18386351427683736,0.07610399133958486,-728.9996948242188,0.4110475029184599,0.0004519654436492874,0.0006820000904499506
150.5,41.31666564941406,-2066.382080078125,1991-09-28T18:59:00.001,0.09573460245963683,0.033653573601972075,-554.8919067382812,0.42819522813700384,0.0002804772634189566,0.0004827190974189481
151.0833282470703,41.66666793823242,-2055.509033203125,1991-09-28T22:30:00.0,0.05598523948390466,0.037479666301215644,-660.7249755859375,0.6049462655852071,-0.0006412953334373885,-0.001071680904528103
151.6666717529297,42.0,-2009.2669677734375,1991-09-29T02:00:00.0,-0.14651763874791865,-0.1122741878231689,-214.19381713867188,-0.37327226241003897,-2.9022818908292252e-5,-4.6608360035593723e-5
152.21665954589844,42.33333206176758,-2013.1357421875,1991-09-29T05:13:59.999,0.15183929530553217,0.03759747397287536,-864.3076171875,0.3345310797123229,0.00015445093761913122,0.0002459807310727496
152.76666259765625,42.66666793823242,-2035.6719970703125,1991-09-29T08:41:59.998,0.28428999449818,0.15509757965488583,-647.8080444335938,0.34076946571178385,0.00036740038506039095,0.0006338088058464723
153.3333282470703,43.0,-2050.345703125,1991-09-29T12:22:59.998,0.37851274135524215,0.23546621221264732,-703.1618041992188,0.49429588475919034,0.0013243317230950244,0.0023240196481465673
153.89166259765625,43.3216667175293,-2007.057861328125,1991-09-29T15:59:00.001,0.05036695421423922,0.020557465331159937,-485.522705078125,0.24835700526964785,3.745317283656558e-5,6.321251820023152e-5
154.44166564941406,43.65833282470703,-2081.65283203125,1991-09-29T19:31:59.996,0.3858994300699882,0.2045784752004145,-1097.206298828125,0.5032412430849224,-0.00020507542274698714,-0.0004285524346034889
155.0,44.0,-2055.068115234375,1991-09-29T22:53:59.999,0.2863529902849308,0.16005301457790935,-668.4934692382812,0.3463819537331645,-5.5195059104329e-5,-0.00011346444456360641
155.0,44.5,-2006.839599609375,1991-09-30T02:08:00.0,0.03427579664696074,0.0296886854241367,-614.0762329101562,-0.13602228242076486,3.62213981304208e-5,6.182847630653811e-5
155.0,45.0,-2072.556640625,1991-09-30T05:53:00.0,0.034742898631456964,0.020286693091840828,-771.2275390625,0.125495241077034,0.001422850227696623,0.002729872263380221
165.0,44.0,-2027.563232421875,1991-11-16T12:36:59.999,0.120802337067396,0.06338893467082583,-483.5130920410156,0.17256037260787568,-9.311680604592985e-5,-0.0001507781783028599
164.31666564941406,44.0,-2027.563232421875,1991-11-16T16:59:00.003,0.0001718770376382603,-0.019627286119257598,-427.09576416015625,0.15330033219052508,-0.00018515160580288552,-0.0003007084366179129
163.61666870117188,44.0,-2034.4398193359375,1991-11-16T21:55:59.999,0.26884781355461845,0.16931851856446017,-411.256591796875,0.36654605447876637,-0.0,-0.0
162.92832946777344,44.0,-2031.49267578125,1991-11-17T01:47:00.0,0.21236058964789253,0.10759174767769218,-970.8330688476562,0.2458669705658257,-0.0,-0.0
162.23333740234375,44.0,-2028.545654296875,1991-11-17T06:01:59.999,0.24398838460357658,0.14915296453037397,-583.44287109375,0.389601660626717,-0.0,-0.0
161.53334045410156,44.0,-2034.4398193359375,1991-11-17T10:22:00.001,0.30690350082989665,0.17531794982772916,-702.1084594726562,0.4408027428469845,-0.0,-0.0
160.83999633789062,44.0,-2030.510498046875,1991-11-17T13:54:59.999,0.40041772491766336,0.22937591005387542,-734.7295532226562,0.42510167559160283,0.0009147076440562377,0.001511094789562043
160.14166259765625,44.0,-2033.4573974609375,1991-11-17T17:57:00.003,0.2910315857544798,0.15901354148958066,-668.4934692382812,0.39181915590103894,0.0009873687521555741,0.0016389050524158151
159.4499969482422,44.0,-2029.528076171875,1991-11-17T22:09:59.999,0.19432828571198227,0.11430655144728342,-524.08447265625,0.3909108028682055,-5.8545109996426765e-5,-0.00010074647670556073
158.75,44.0,-2025.5982666015625,1991-11-18T04:39:59.999,0.0130519119011182,-0.027459628552685335,-592.3450927734375,0.2484312967282585,-6.805485113199644e-6,-1.022187106460069e-5
158.05833435058594,44.0,-2028.545654296875,1991-11-18T08:15:59.998,0.4654964359089472,0.28122417581573184,-562.6693725585938,0.6130427616867341,0.0007222824429043866,0.0012087180344975549
157.36666870117188,44.0,-2029.528076171875,1991-11-18T11:47:00.002,0.4370341034430462,0.2400325626029866,-683.3242797851562,0.5053147900386534,0.0006535652915646112,0.0011010931979296248
156.6666717529297,44.0,-2025.5982666015625,1991-11-18T15:10:00.003,0.1661419709814851,0.15016868879695414,-580.475341796875,0.3872954793658656,-0.0,-0.0
155.96665954589844,44.0,-2027.563232421875,1991-11-18T18:25:59.995,0.3096388381264605,0.19746482661936096,-663.549560546875,0.3962274841626234,0.0006246021160922532,0.0010678953916261234
155.27499389648438,44.0,-2030.510498046875,1991-11-18T21:50:00.004,0.33439056859850436,0.20300885715027675,-665.527099609375,0.4633023465046645,0.000561924285464012,0.0009648307987355047
154.5833282470703,44.0,-2033.4573974609375,1991-11-19T01:17:00.0,0.2116312833045371,0.12324154093540492,-707.0513916015625,0.28379803853854463,-7.821714311631814e-5,-0.00013656061584200953
153.8866729736328,44.0,-2028.545654296875,1991-11-19T04:30:00.0,0.14801607149176246,0.0871395422189453,-892.820068359375,0.2434858159785829,0.00012964954664061382,0.00022665407815003634
